symbol,exchange,name,sector,industry,slug
NEM,NYSE,Newmont Goldcorp Corp,Materials,Metals & Mining,newmont-mining
BAYGn,XETRA,Bayer AG NA,Healthcare,Pharmaceuticals,bayer-ag
MO,NYSE,Altria Group,Consumer Staples,Tobacco,altria-group
