symbol,exchange,name,sector,industry,slug
LYFT-RM,MCX,LYFT,Industrials,Road & Rail,lyft?cid=1180693
MTB-RM,MCX,M&T Bank,Financial,Banks,m-t-bank-corp?cid=1179760
M-RM,MCX,Macy’s Inc,Consumer Discretionary,Multiline Retail,macys?cid=1172698
MAGE,MCX,Magadanenergo ao,Utilities,Electric Utilities,magadanenergo
MAGE_p,MCX,Magadanenergo Pref,Utilities,Electric Utilities,magadanenergo-(pref)
MGNT,MCX,Magnit,Consumer Staples,Food & Staples Retailing,magnit_rts
MGY-RM,MCX,Magnolia Oil,Energy,"Oil, Gas & Consumable Fuels",tpg-pace-energy-class-a?cid=1183168
MRO-RM,MCX,Marathon Oil,Energy,"Oil, Gas & Consumable Fuels",marathon-oil?cid=1177895
MPC-RM,MCX,Marathon Petroleum,Energy,"Oil, Gas & Consumable Fuels",marathon-petroleum-corp.?cid=1172672
MKTX-RM,MCX,MarketAxesss,Financial,Capital Markets,marketaxess-holdi?cid=1182872
MQ-RM,MCX,Marqeta,Information Technology,IT Services,marqeta?cid=1183181
MAR-RM,MCX,Marriott Int,Consumer Discretionary,"Hotels, Restaurants & Leisure",marriott-intl?cid=1178134
MMC-RM,MCX,Marsh McLennan,Financial,Insurance,marsh---mclennan?cid=1179702
MLM-RM,MCX,Martin Marietta Materials,Materials,Construction Materials,martin-marietta-materials-inc?cid=1183298
MRVL-RM,MCX,Marvell,Information Technology,Semiconductors & Semiconductor Equipment,marvell-technology-group-ltd?cid=1180695
MAS-RM,MCX,Masco,Industrials,Building Products,masco-corp?cid=1179698
MA-RM,MCX,Mastercard,Information Technology,IT Services,mastercard-cl-a?cid=1165941
MTCH-RM,MCX,Match Group,Communication Services,Interactive Media & Services,match-group-inc?cid=1184164
MAT-RM,MCX,Mattel,Consumer Discretionary,Leisure Products,mattel-inc?cid=1184161
MKC-RM,MCX,McCormick&Co,Consumer Staples,Food Products,mccormick---co?cid=1177333
MCD-RM,MCX,McDonald’s,Consumer Discretionary,"Hotels, Restaurants & Leisure",mcdonalds?cid=1165942
MCK-RM,MCX,McKesson,Healthcare,Health Care Providers & Services,mckesson-corp?cid=1179745
MDMGDR,MCX,MD Medical DRC,Healthcare,Health Care Providers & Services,md-medical-drc?cid=1167487
MTLR,MCX,Mechel PAO,Materials,Metals & Mining,sg-mechel_rts
MTLR_p,MCX,Mechel Pref,Materials,Metals & Mining,mechel-(pref)
ODVA,MCX,Mediaholding,Communication Services,Media,o2-tv
MRK-RM,MCX,Merck&Co,Healthcare,Pharmaceuticals,merck---co?cid=1171368
FB-RM,MCX,Meta Platforms,Communication Services,Interactive Media & Services,facebook-inc?cid=1165936
MET-RM,MCX,MetLife,Financial,Insurance,metlife-inc?cid=1177916
MTD-RM,MCX,Mettler-Toledo,Healthcare,Life Sciences Tools & Services,mettler-toledo-international-inc?cid=1183299
MRKU,MCX,Mezhregional’naya Raspredelitel’naya Setevaya Komp,Utilities,Electric Utilities,mrsk-urala-ao
MTG-RM,MCX,MGIC Investment,Financial,Thrifts & Mortgage Finance,mgic-inv?cid=1184162
MGM-RM,MCX,MGM,Consumer Discretionary,"Hotels, Restaurants & Leisure",mgm-mirage?cid=1177876
MGTS,MCX,MGTS,Communication Services,Diversified Telecommunication Services,moscow-city-telephone-network
MGTS_p,MCX,MGTS Pref,Communication Services,Diversified Telecommunication Services,mgts-(pref)
MCHP-RM,MCX,Microchip,Information Technology,Semiconductors & Semiconductor Equipment,microchip-technology-inc?cid=1179699
MU-RM,MCX,Micron,Information Technology,Semiconductors & Semiconductor Equipment,micron-tech?cid=1165940
MSFT-RM,MCX,Microsoft,Information Technology,Software,microsoft-corp?cid=1165939
MSTR-RM,MCX,MicroStrategy,Information Technology,Software,microstrategy-inc?cid=1174098
MVIS-RM,MCX,Microvision,Information Technology,"Electronic Equipment, Instruments & Components",microvision?cid=1180694
LENT,MCX,MK Lenta PAO,Consumer Staples,Food & Staples Retailing,mk-lenta-pao
MAGN,MCX,MMK,Materials,Metals & Mining,mmk_rts
GEMA,MCX,MMTsB,Healthcare,Health Care Providers & Services,mmtsb-pao
MRNA-RM,MCX,Moderna,Healthcare,Biotechnology,moderna?cid=1172691
MHK-RM,MCX,Mohawk Industries,Consumer Discretionary,Household Durables,mohawk-industries?cid=1182873
TAP-RM,MCX,Molson Coors Brewing B,Consumer Staples,Beverages,molson-coors?cid=1178140
MDLZ-RM,MCX,Mondelez,Consumer Staples,Food Products,mondelez-international-inc?cid=1177879
MPWR-RM,MCX,Monolithic,Information Technology,Semiconductors & Semiconductor Equipment,monolithic-power?cid=1184165
MNST-RM,MCX,Monster Beverage,Consumer Staples,Beverages,monster-beverage?cid=1174097
MCO-RM,MCX,Moody’s,Financial,Capital Markets,moodys-corp?cid=1182874
MRSB,MCX,Mordovskaya Energosbytovaya,Utilities,Electric Utilities,mordovskaya-energosbytovaya
MS-RM,MCX,Morgan Stanley,Financial,Capital Markets,morgan-stanley?cid=1174104
MORI,MCX,Morion OAO,Information Technology,Communications Equipment,morion-oao
MSRS,MCX,Mos obl sb,Utilities,Electric Utilities,mos-obl-sb_rts
MOS-RM,MCX,Mosaic,Materials,Chemicals,mosaic-company?cid=1174119
MSNG,MCX,MosEnrg,Utilities,Electric Utilities,mosenergo_rts
MOEX,MCX,Moskovskaya Birzha OAO,Financial,Capital Markets,moskovskaya-birzha-oao
CBOM,MCX,Moskovskiy Kreditnyi Bank OAO,Financial,Banks,moskovskiy-kreditnyi-bank-oao
MSTT,MCX,Mostotrest,Industrials,Construction & Engineering,mostotrest_rts
MSI-RM,MCX,Motorola,Information Technology,Communications Equipment,motorola-inc?cid=1182871
MRKC,MCX,MRSK Tsentra,Utilities,Electric Utilities,mrsk-centra
MSCI-RM,MCX,MSCI,Financial,Capital Markets,msci-inc?cid=1177335
MTSS,MCX,MTS,Communication Services,Wireless Telecommunication Services,mts_rts
MSST,MCX,MulTisistema OAO,Industrials,Commercial Services & Supplies,multisistema-oao
MUR-RM,MCX,Murphy Oil,Energy,"Oil, Gas & Consumable Fuels",murphy-oil-corp?cid=1184163
MVID,MCX,MVideo,Consumer Discretionary,Specialty Retail,mvideo_rts
NDAQ-RM,MCX,Nasdaq Inc,Financial,Capital Markets,nasdaq-omx-group?cid=1180696
NSVZ,MCX,Nauka-Svyaz OAO ao,Communication Services,Diversified Telecommunication Services,nauka-svyaz
NAVI-RM,MCX,Navient,Financial,Consumer Finance,navient-cor?cid=1185377
NFAZ,MCX,NefAZ,Industrials,Machinery,nefaz
NTAP-RM,MCX,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",network-appliance-inc?cid=1177924
NFLX-RM,MCX,Netflix,Communication Services,Entertainment,"netflix,-inc.?cid=1165944"
NWL-RM,MCX,Newell Brands,Consumer Discretionary,Household Durables,newell-rubber?cid=1178125
NEM-RM,MCX,Newmont Goldcorp,Materials,Metals & Mining,newmont-mining?cid=1167279
NWS-RM,MCX,News Corp,Communication Services,Media,news-corporation?cid=1177337
NEE-RM,MCX,NextEra Energy,Utilities,Electric Utilities,nextera-energy-inc?cid=1169913
NKE-RM,MCX,Nike,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",nike?cid=1169920
NIO-RMDR,MCX,Nio A ADR,Consumer Discretionary,Automobiles,nio-inc?cid=1176203
NI-RM,MCX,NiSource,Utilities,Multi-Utilities,ni-source-inc?cid=1178101
NKNC,MCX,Nizhnekamskneftekhim,Materials,Chemicals,nizhnekamskneftekhim
NKNC_p,MCX,Nizhnekamskneftekhim Pref,Materials,Chemicals,nizhnekamskneftekhim-(pref)
NKSH,MCX,Nizhnekamskshina,Consumer Discretionary,Auto Components,nizhnekamskshina
RNFT,MCX,NK RussNeft,Energy,"Oil, Gas & Consumable Fuels",ruspetro
NKHP,MCX,NKHP PAO,Industrials,Transportation Infrastructure,nkhp-pao
NLMK,MCX,NLMK PAO,Materials,Metals & Mining,nlmk_rts
NMTP,MCX,NMTP,Industrials,Transportation Infrastructure,nmtp_rts
JWN-RM,MCX,Nordstrom,Consumer Discretionary,Multiline Retail,nordstrom-inc?cid=1183787
NSC-RM,MCX,Norfolk Southern,Industrials,Road & Rail,norfolk-southern?cid=1179737
GMKN,MCX,Norilskiy Nikel,Materials,Metals & Mining,gmk-noril-nickel_rts
NTRS-RM,MCX,Northern Trust,Financial,Capital Markets,northern-trust?cid=1179771
NOC-RM,MCX,Northrop Grumman,Industrials,Aerospace & Defense,northrop-grumman?cid=1177887
NLOK-RM,MCX,NortonLifeLock Inc,Information Technology,Software,symantec-corp?cid=1174096
NOV-RM,MCX,Nov,Energy,Energy Equipment & Services,ntl-oilwell-varc?cid=1178082
NVS-RMDR,MCX,Novartis ADR,Healthcare,Pharmaceuticals,novartis-ag?cid=1173224
NVTK,MCX,NOVATEK,Energy,"Oil, Gas & Consumable Fuels",novatek_rts
IRKT,MCX,Np Korp Irkut,Industrials,Aerospace & Defense,irkut-corp
UWGN,MCX,NPK OVK PAO,Industrials,Machinery,npk-ovk-pao
NAUK,MCX,Npo Nauka,Industrials,Aerospace & Defense,nauka
NRG-RM,MCX,NRG,Utilities,Electric Utilities,nrg-energy-inc?cid=1178113
MVZMI_p,MCX,NTSV Mil’ i Kamov AO Prf,Industrials,Aerospace & Defense,mvz-im-milya
NUE-RM,MCX,Nucor,Materials,Metals & Mining,nucor?cid=1177927
NTNX-RM,MCX,Nutanix,Information Technology,Software,nutanix-inc?cid=1184166
NVDA-RM,MCX,NVIDIA,Information Technology,Semiconductors & Semiconductor Equipment,nvidia-corp?cid=1165943
NVR-RM,MCX,NVR,Consumer Discretionary,Household Durables,nvr-inc?cid=1177336
OI-RM,MCX,O-I Glass,Materials,Containers & Packaging,owens-illinois-inc?cid=1185546
UCSS,MCX,Obyedinennye Kreditnye Sist,Financial,Diversified Financial Services,obyedinennye-kreditnye-sist
UNAC,MCX,Ob’’yedinennaya Aviastroitel’naya Korporatsiya PAO,Industrials,Aerospace & Defense,united-aircraft-corporation
OMZZ_p,MCX,Ob’’yedinennyye Mashinostroitel’nyye Zavody PAO Pr,Industrials,Industrial Conglomerates,omz-(pref)
OXY-RM,MCX,Occidental,Energy,"Oil, Gas & Consumable Fuels",occidental-petro?cid=1172674
OGE-RM,MCX,OGE Energy,Utilities,Electric Utilities,oge-energy?cid=1185378
OGKB,MCX,OGK-2,Utilities,Independent Power and Renewable Electricity Producers,ogk-2_rts
RUAL,MCX,OK Rusal MKPAO,Materials,Metals & Mining,united-company-rusal-plc`
OKEYDR,MCX,OKey DRC,Consumer Staples,Food & Staples Retailing,okey-drc?cid=1168315
OKTA-RM,MCX,Okta,Information Technology,IT Services,okta-inc?cid=1185719
ODFL-RM,MCX,Old Dominion Freight Line,Industrials,Road & Rail,old-dominion-freight-line-inc?cid=1183300
OMC-RM,MCX,Omnicom,Communication Services,Media,omnicom-gp-inc?cid=1179708
ON-RM,MCX,ON Semiconductor,Information Technology,Semiconductors & Semiconductor Equipment,on-semiconductor?cid=1180697
OKE-RM,MCX,ONEOK,Energy,"Oil, Gas & Consumable Fuels",oneok?cid=1175478
ORUP,MCX,OR PAO,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",or-pao
ORCL-RM,MCX,Oracle,Information Technology,Software,oracle-corp?cid=1172687
OSUR-RM,MCX,OraSure,Healthcare,Health Care Equipment & Supplies,orasure-tech?cid=1177362
KZOS,MCX,Organicheskiy Sintez,Materials,Chemicals,kazanorgsintez
KZOS_p,MCX,Organicheskiy Sintez Pref,Materials,Chemicals,organicheskiy-sintez-kpao
OGN-RM,MCX,Organon Co,Healthcare,Pharmaceuticals,organon-co?cid=1177917
OTIS-RM,MCX,Otis Worldwide,Industrials,Machinery,otis-worldwide-corp?cid=1178138
OVV-RM,MCX,Ovintiv,Energy,"Oil, Gas & Consumable Fuels",encana-corporation?cid=1184167
OZONDR,MCX,Ozon,Consumer Discretionary,Internet & Direct Marketing Retail,ozon-holdings-plc?cid=1167498
ORLY-RM,MCX,O’Reilly Automotive,Consumer Discretionary,Specialty Retail,oreilly-automotive?cid=1180833
PCAR-RM,MCX,PACCAR,Industrials,Machinery,paccar-inc?cid=1177925
PKG-RM,MCX,Packaging America,Materials,Containers & Packaging,packaging-corp?cid=1184170
PD-RM,MCX,Pagerduty,Information Technology,Software,pagerduty-inc?cid=1185720
PLTR-RM,MCX,Palantir,Information Technology,Software,palantir-technologies-inc?cid=1174089
PARA-RM,MCX,Paramount Global B,Communication Services,Media,viacom-cl-b?cid=1186219
VIAC-RM,MCX,Paramount Global B,Communication Services,Media,viacom-cl-b?cid=1174107
PH-RM,MCX,Parker-Hannifin,Industrials,Machinery,parkerhannifin?cid=1179764
PAZA,MCX,Pavlovskiy Avtobus OAO,Industrials,Machinery,pavlovskiy-avtobus-oao
PAYX-RM,MCX,Paychex,Information Technology,IT Services,paychex-inc?cid=1177919
PAYC-RM,MCX,Paycom Soft,Information Technology,Software,paycom-soft?cid=1177338
PYPL-RM,MCX,PayPal Holdings Inc,Information Technology,IT Services,paypal-holdings-inc?cid=1167280
PBF-RM,MCX,PBF Energy,Energy,"Oil, Gas & Consumable Fuels",pbf-energy-inc?cid=1177340
PTON-RM,MCX,Peloton Interactive,Consumer Discretionary,Leisure Products,peloton-interactive-inc?cid=1179695
PENN-RM,MCX,Penn National Gaming,Consumer Discretionary,"Hotels, Restaurants & Leisure",penn-national-gaming-inc?cid=1178088
PBCT-RM,MCX,People’s United,Financial,Banks,peoples-united-financial?cid=1177339
PEP-RM,MCX,PepsiCo,Consumer Staples,Beverages,pepsico?cid=1177918
PFGC-RM,MCX,Performance Food Group Co,Consumer Staples,Food & Staples Retailing,performance-food-group-co?cid=1185547
PKI-RM,MCX,PerkinElmer,Healthcare,Life Sciences Tools & Services,perkinelmer?cid=1179770
PMSB,MCX,Permskaya Energosbytovaya,Utilities,Electric Utilities,perm-sb
PMSB_p,MCX,Permskaya Pref,Utilities,Electric Utilities,perm-energosbyt-pref
PTR-RMDR,MCX,PetroChina ADR,Energy,"Oil, Gas & Consumable Fuels",petrochina-co-ads-exch?cid=1173225
POGR,MCX,Petropavlovsk,Materials,Metals & Mining,petropavlovsk?cid=1163242
PFE-RM,MCX,Pfizer,Healthcare,Pharmaceuticals,pfizer?cid=1165945
PCG-RM,MCX,PG E,Utilities,Electric Utilities,pacific-gas-electric?cid=1180698
PM-RM,MCX,Philip Morris,Consumer Staples,Tobacco,philip-morris-intl?cid=1177873
PSX-RM,MCX,Phillips 66,Energy,"Oil, Gas & Consumable Fuels",phillips-66-ltd?cid=1177901
PHOR,MCX,PhosAgro ao,Materials,Chemicals,phosagro
MERF,MCX,Pifn Meridian OAO,Financial,Capital Markets,pifn-meridian-oao
PIKK,MCX,PIK,Consumer Discretionary,Household Durables,pik_rts
PINS-RM,MCX,Pinterest,Communication Services,Interactive Media & Services,pinterest-inc?cid=1177341
PXD-RM,MCX,Pioneer Natural,Energy,"Oil, Gas & Consumable Fuels",pioneer-natural-resources?cid=1178132
PBI-RM,MCX,Pitney Bowes,Industrials,Commercial Services & Supplies,pitney-bowes-inc?cid=1184168
PLUG-RM,MCX,Plug Power,Industrials,Electrical Equipment,plug-power?cid=1177342
PNC-RM,MCX,PNC Financial,Financial,Banks,pnc-fin-serv?cid=1179709
PEkREN,MCX,PNK Rental ZPIFN,Financial,Capital Markets,novosibirsk-development1-zpifn
POLY,MCX,Polymetal,Materials,Metals & Mining,polymetal?cid=44465
PLZL,MCX,Polyus,Materials,Metals & Mining,polyus-zoloto_rts
POOL-RM,MCX,Pool,Consumer Discretionary,Distributors,pool-corp?cid=1184171
PPG-RM,MCX,PPG Industries,Materials,Chemicals,ppg-industries?cid=1177343
PPL-RM,MCX,PPL,Utilities,Electric Utilities,ppl-corp?cid=1178085
FPR,MCX,Primary Placement Fund CEIF RU,Financial,Capital Markets,fond-pervichnykh-razmeshcheniy
PFG-RM,MCX,Principal Financial,Financial,Insurance,principal-fin?cid=1179723
PG-RM,MCX,Procter&Gamble,Consumer Staples,Household Products,procter-gamble?cid=1168316
PGR-RM,MCX,Progressive,Financial,Insurance,the-progressive?cid=1178119
PRU-RM,MCX,Prudential Financial,Financial,Insurance,prudential-fin?cid=1178146
PTC-RM,MCX,PTC,Information Technology,Software,ptc?cid=1179773
PEG-RM,MCX,Public Service Enterprise,Utilities,Multi-Utilities,publ-svc-enter?cid=1178148
PHM-RM,MCX,PulteGroup,Consumer Discretionary,Household Durables,pulte-homes-inc?cid=1178114
PSTG-RM,MCX,Pure Storage Inc,Information Technology,"Technology Hardware, Storage & Peripherals",pure-storage-inc?cid=1183736
PVH-RM,MCX,PVH,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",pvh?cid=1179755
QIWIDR,MCX,QIWI,Information Technology,IT Services,qiwi-plc?cid=960754
QRVO-RM,MCX,Qorvo Inc,Information Technology,Semiconductors & Semiconductor Equipment,qorvo-inc?cid=1177928
QCOM-RM,MCX,Qualcomm,Information Technology,Semiconductors & Semiconductor Equipment,qualcomm-inc?cid=1167281
XM-RM,MCX,Qualtrics International,Information Technology,Software,qualtrics-international-inc?cid=1185391
PWR-RM,MCX,Quanta Services,Industrials,Construction & Engineering,quanta-services?cid=1179743
QS-RM,MCX,Quantumscape,Consumer Discretionary,Auto Components,kensington-capital-acquisition?cid=1180699
DGX-RM,MCX,Quest Diagnostics,Healthcare,Health Care Providers & Services,quest-diag?cid=1179741
QDEL-RM,MCX,Quidel,Healthcare,Health Care Equipment & Supplies,quidel-corp?cid=1177344
QRTEA-RM,MCX,Qurate Retail A,Consumer Discretionary,Internet & Direct Marketing Retail,liberty-media-inter?cid=1183811
RL-RM,MCX,Ralph Lauren A,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",polo-ralph-laur?cid=1177896
RRC-RM,MCX,Range Resources,Energy,"Oil, Gas & Consumable Fuels",range-resources-corp?cid=1183733
RASP,MCX,Raspadskaya,Materials,Metals & Mining,raspadskaya
RAVN,MCX,Raven Russia,Real Estate,Real Estate Management & Development,raven-russia-ltd?cid=1162033
RJF-RM,MCX,Raymond James Financial,Financial,Capital Markets,raymond-james-financial-inc?cid=1184173
RTX-RM,MCX,Raytheon Technologies,Industrials,Aerospace & Defense,united-tech?cid=1172675
RBCM,MCX,RBK ao,Communication Services,Media,rbk-tv-moskva
REGN-RM,MCX,Regeneron Pharma,Healthcare,Biotechnology,regeneron-phar.?cid=1172704
RF-RM,MCX,Regions Financial,Financial,Banks,regions-fin?cid=1177346
REGI-RM,MCX,Renewable Energy,Energy,"Oil, Gas & Consumable Fuels",renewable-energy-group-inc?cid=1177345
RSG-RM,MCX,Republic Services,Industrials,Commercial Services & Supplies,republic-services-inc?cid=1179740
RMD-RM,MCX,ResMed,Healthcare,Health Care Equipment & Supplies,resmed-inc?cid=1184174
RKKE,MCX,RKK Energia,Industrials,Aerospace & Defense,rsc-energia
CHGZ,MCX,RN Zapadnaya Sibir’ PAO,Industrials,Professional Services,chernorgorneft
RHI-RM,MCX,Robert Half,Industrials,Professional Services,robert-half-intl?cid=1179767
HOOD-RM,MCX,Robinhood Markets,Financial,Capital Markets,robinhood-markets?cid=1177322
ROK-RM,MCX,Rockwell Automation,Industrials,Electrical Equipment,rockwell-automat?cid=1180702
ROKU-RM,MCX,Roku,Communication Services,Entertainment,roku?cid=1183755
ROL-RM,MCX,Rollins,Industrials,Commercial Services & Supplies,rollins-inc?cid=1179731
ROP-RM,MCX,Roper Technologies,Information Technology,Software,roper-industries?cid=1177347
AGRODR,MCX,Ros Agro PLC,Consumer Staples,Food Products,ros-agro-plc
RDRB,MCX,RosDorBank PAO,Financial,Banks,rosdorbank-pao
RGSS,MCX,Rosgosstrakh OAO,Financial,Insurance,rosgosstrakh-oao
ROST,MCX,ROSINTER RESTAURANTS,Consumer Discretionary,"Hotels, Restaurants & Leisure",rosinter-restaurants-holding
ROSN,MCX,Rosneft,Energy,"Oil, Gas & Consumable Fuels",rosneft_rts
ROST-RM,MCX,Ross Stores,Consumer Discretionary,Specialty Retail,ross-stores-inc?cid=1178150
MRKK,MCX,Rosseti Severnyi Kavkaz PAO,Utilities,Electric Utilities,mrsk-severnogo-kavkaza
MRKZ,MCX,Rosseti Severo Zapad PAO,Utilities,Electric Utilities,mrsk-severo-zapada
MRKS,MCX,Rosseti Sibir’ PAO,Utilities,Electric Utilities,mrsk-sibiri
MRKP,MCX,Rosseti Tsentr I Privolzh’ye,Utilities,Electric Utilities,mrsk-cip
MRKV,MCX,Rosseti Volga PAO,Utilities,Electric Utilities,mrsk-volgi
MRKY,MCX,Rosseti Yug PAO,Utilities,Electric Utilities,mrsk-yuga
RSTI,MCX,Rossiyskiye Seti PAO,Utilities,Electric Utilities,rosseti-ao
RSTI_p,MCX,Rossiyskiye Seti PAO Prf,Utilities,Electric Utilities,rosseti-ap-(pref)
RTKM,MCX,Rostelecom,Communication Services,Diversified Telecommunication Services,rostelecom
RTKM_p,MCX,Rostelekom Pref,Communication Services,Diversified Telecommunication Services,rostelecom-(pref)
RTSB,MCX,Rostovenergosbyt,Utilities,Electric Utilities,rostov-sb
RTSB_p,MCX,Rostovenergosbyt Pref,Utilities,Electric Utilities,rostov-sb-(pref)
RUGR,MCX,Rusgrain Holding OAO,Consumer Staples,Food Products,rusgrain-holding-oao
ROLO,MCX,Rusolovo OAO,Materials,Metals & Mining,rusolovo-oao
RUSI,MCX,RUSS-INVEST IC ao,Financial,Capital Markets,ic-russ-invest
AQUA,MCX,Russkaya Akvakultura,Consumer Staples,Food Products,russian-sea-group
RZSB,MCX,Ryazansk Energetich Sbytovaya,Utilities,Electric Utilities,ryazan-sb
SPGI-RM,MCX,S&P Global,Financial,Capital Markets,mcgraw-hill?cid=1177905
SLEN,MCX,Sakhalinenergo,Utilities,Electric Utilities,sakhalinenergo-oao
CRM-RM,MCX,Salesforce.com,Information Technology,Software,salesforce-com?cid=1169912
SAGO,MCX,SamaraEnergo ao,Utilities,Independent Power and Renewable Electricity Producers,samaraenergo
SAGO_p,MCX,Samaraenergo Pref,Utilities,Independent Power and Renewable Electricity Producers,samaraenergo(pref)
SAP-RMDR,MCX,SAP ADR,Information Technology,Software,sap-ag-ads-exch?cid=1173174
SARE,MCX,Saratovenergo,Utilities,Electric Utilities,saratovenergo
SARE_p,MCX,Saratovenergo Pref,Utilities,Electric Utilities,saratovenergo-(pref)
KRKN,MCX,Saratovskiy NPZ ao,Energy,"Oil, Gas & Consumable Fuels",saratov-oil-refenery
KRKN_p,MCX,Saratovskiy NPZ ap,Energy,"Oil, Gas & Consumable Fuels",saratov-oil-refenery-(pref)
SRPT-RM,MCX,Sarepta,Healthcare,Biotechnology,sarepta?cid=1177350
SBER,MCX,Sberbank Rossii,Financial,Banks,sberbank_rts
SBER_p,MCX,Sberbank Rossii Pref,Financial,Banks,sberbank-p_rts
SEE-RM,MCX,Sealed Air,Materials,Containers & Packaging,sealed-air?cid=1179742
SGZH,MCX,Segezha Group,Materials,Paper & Forest Products,segezha-group-pao
SELG,MCX,Seligdar,Materials,Metals & Mining,seligdar
SRE-RM,MCX,Sempra Energy,Utilities,Multi-Utilities,sempra-energy?cid=1179717
S-RM,MCX,SentinelOne,Information Technology,Software,sentinelone?cid=1184180
NOW-RM,MCX,ServiceNow Inc,Information Technology,Software,servicenow-inc?cid=1172673
CHMF,MCX,Severstal - ao,Materials,Metals & Mining,severstal_rts
SFIN,MCX,SFI PAO,Financial,Consumer Finance,yevroplan-pao
SHW-RM,MCX,Sherwin-Williams,Materials,Chemicals,sherwinwilliams?cid=1177349
SHLS-RM,MCX,Shoals Technologies Group,Industrials,Electrical Equipment,shoals-technologies-group?cid=1185721
SI-RM,MCX,Silvergate Cap,Financial,Banks,silvergate-capital-corp?cid=1185381
SKX-RM,MCX,Skechers,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",skechers-usa-inc?cid=1185549
SKLZ-RM,MCX,Skillz Platform,Communication Services,Entertainment,flying-eagle-acquisition-corp?cid=1180703
SWKS-RM,MCX,Skyworks,Information Technology,Semiconductors & Semiconductor Equipment,skyworks-solutions-inc?cid=1178151
MFGS_p,MCX,Slavneft Megionneft Pref,Energy,"Oil, Gas & Consumable Fuels",slavneft-megionneftegaz-(pref)
MFGS,MCX,Slavneft Megionneftegaz,Energy,"Oil, Gas & Consumable Fuels",slavneft-megionneftegaz
JNOS_p,MCX,Slavneft Yaroslavnef Pref,Energy,"Oil, Gas & Consumable Fuels",slavneft-(pref)
JNOS,MCX,Slavneft-JANOS,Energy,"Oil, Gas & Consumable Fuels",slavneft
SWBI-RM,MCX,Smith & Wesson,Consumer Discretionary,Leisure Products,smith---wesson?cid=1184175
SNAP-RM,MCX,Snap,Communication Services,Interactive Media & Services,snap-inc?cid=1177930
SNA-RM,MCX,Snap-On,Industrials,Machinery,snapon-inc?cid=1184182
SFTLDR,MCX,Softline Holding Plc DRC,Information Technology,IT Services,softline-holding-plc-drc?cid=1180213
SEDG-RM,MCX,SolarEdge Technologies Inc,Information Technology,Semiconductors & Semiconductor Equipment,solaredge-technologies-inc?cid=1177348
SLDB-RM,MCX,Solid Biosciences,Healthcare,Biotechnology,solid-biosciences?cid=1185382
MGNZ,MCX,Solikamskiy Magniyevyi Zavod,Materials,Metals & Mining,solikamskiy-magniyevyi-zavod
SVAV,MCX,Sollers,Consumer Discretionary,Automobiles,sollers
SONO-RM,MCX,Sonos,Consumer Discretionary,Household Durables,sonos-inc?cid=1184176
SONY-RMDR,MCX,Sony ADR,Consumer Discretionary,Household Durables,sony?cid=1173223
SJI-RM,MCX,South Jersey Industries,Utilities,Gas Utilities,south-jersey-industries-inc?cid=1185380
SO-RM,MCX,Southern,Utilities,Electric Utilities,southern-co?cid=1178097
SCCO-RM,MCX,Southern Copper,Materials,Metals & Mining,southern-copper-corp.?cid=1174105
LUV-RM,MCX,Southwest Airlines,Industrials,Airlines,sth-west-airlines?cid=1174094
SWN-RM,MCX,Southwestern Energy,Energy,"Oil, Gas & Consumable Fuels",southwestern-energy-company?cid=1172676
FLOT,MCX,Sovkomflot PAO,Energy,"Oil, Gas & Consumable Fuels",sovcomflot-pao
SPBE,MCX,SPB Birzha PAO,Financial,Capital Markets,spb-birzha-pao
SPR-RM,MCX,Spirit Aerosystems,Industrials,Aerospace & Defense,spirit-aerosystems-holdings-inc?cid=1183182
SAVE-RM,MCX,Spirit Airlines,Industrials,Airlines,spirit-airlines?cid=1183785
SPLK-RM,MCX,Splunk,Information Technology,Software,splunk-inc?cid=1174112
SFM-RM,MCX,Sprouts Farmers,Consumer Staples,Food & Staples Retailing,sprts-frmr?cid=1184179
SWK-RM,MCX,Stanley Black Decker,Industrials,Machinery,stanley-works?cid=1179744
SBUX-RM,MCX,Starbucks,Consumer Discretionary,"Hotels, Restaurants & Leisure",starbucks-corp?cid=1169915
STT-RM,MCX,State Street,Financial,Capital Markets,state-street?cid=1177897
STSB,MCX,StavropolEnergoSbyt,Utilities,Electric Utilities,stavropolenergosbyt
STSB_p,MCX,Stavropolenergosbyt Pref,Utilities,Electric Utilities,stavropolenergosbyt-(pref)
STLD-RM,MCX,Steel Dynamics,Materials,Metals & Mining,steel-dynamics?cid=1184178
SFIX-RM,MCX,Stitch Fix,Consumer Discretionary,Internet & Direct Marketing Retail,stitch-fix?cid=1185722
SYK-RM,MCX,Stryker,Healthcare,Health Care Equipment & Supplies,stryker?cid=1177920
RUN-RM,MCX,Sunrun Inc,Industrials,Electrical Equipment,sunrun-inc?cid=1180701
SNGS,MCX,Surgut,Energy,"Oil, Gas & Consumable Fuels",surgutneftegas_rts
SNGS_p,MCX,Surgut-pref,Energy,"Oil, Gas & Consumable Fuels",surgutneftegas-p_rts
SIVB-RM,MCX,SVB,Financial,Banks,svb-financial-gro?cid=1184177
