symbol,exchange,name,sector,industry,slug
WXFB,XETRA,Warimpex Ag,Consumer Discretionary,"Hotels, Restaurants & Leisure",warimpex-ag?cid=1056298
WSUG,XETRA,WashTec AG,Industrials,Machinery,washtec-ag
WCMKk,XETRA,WCM Beteiligungs und Grundbesitz,Real Estate,Real Estate Management & Development,wcm-beteiligungs-und-grundbesitz-ag
NOB,XETRA,Wells Fargo&Co,Financial,Banks,wells-fargo?cid=963467
WFTG,XETRA,Weng Fine Art,Consumer Discretionary,Specialty Retail,weng-fine-art?cid=1176389
WEG1,XETRA,Westgrund,Real Estate,Real Estate Management & Development,westgrund
WEW,XETRA,Westwing Group,Consumer Discretionary,Internet & Direct Marketing Retail,westwing-group
SIIG,XETRA,Wheaton Precious Metals,Materials,Metals & Mining,silver-wheaton-corp?cid=963481
WBSV,XETRA,Wienerberger AG,Materials,Construction Materials,wienerberger?cid=963381
WBAHk,XETRA,Wild Bunch,Communication Services,Entertainment,wild-bunch-ag
WDL1k,XETRA,Windeln de,Consumer Discretionary,Internet & Direct Marketing Retail,windeln-de-ag
WAH,XETRA,Wolftank Adisa Holding AG,Industrials,Commercial Services & Supplies,wolftank-adisa-holding-ag
WUWGn,XETRA,Wuestenrot Wuerttembergische,Financial,Insurance,wuestenrot-wuerttembergische-ag
XLS,XETRA,Xlife Sciences AG,Healthcare,Life Sciences Tools & Services,xlife-sciences-ag-de
YRI,XETRA,Yamana Gold,Materials,Metals & Mining,yamana-gold?cid=963493
YOCG,XETRA,Yoc AG,Communication Services,Interactive Media & Services,yoc-ag
RTVGn,XETRA,Youramily Entertainment,Communication Services,Entertainment,your-family-entertainment-ag?cid=1176385
YUM,XETRA,Yum! Brands,Consumer Discretionary,"Hotels, Restaurants & Leisure",yum!-brands-inc?cid=963509
ZALG,XETRA,Zalando SE,Consumer Discretionary,Internet & Direct Marketing Retail,zalando-se?cid=1073876
TIMAn,XETRA,ZEAL Network SE,Consumer Discretionary,Recreational Activities,tipp24?cid=993600
ZEFG,XETRA,Zhongde Waste,Industrials,Construction & Engineering,zhongde-waste-technology-ag
ZO1G,XETRA,Zooplus AG,Consumer Discretionary,Internet & Direct Marketing Retail,zooplus-ag
ZUMV,XETRA,Zumtobel AG,Industrials,Electrical Equipment,zumtobel-ag?cid=1056300
